City,State,Country,Occurred,Lon,Lat,Shape,Summary,Media,Explanation
Hardy,VA,USA,6/20/20196/15/20074/4/19722/16/20184/28/1996,0.0,0.0,TeardropLightLightLightDisk,"Outside near midnight the sky lights up, brightly, by a tear shaped orb of light with swirling colors, then suddenly its gone.Lights and the thing can travel a long way, very quickly.Bright light at Smith Mountain Lake VirginiaLarge light flew through sky 5 times faster than a plane, and in opposite direction of planes. ((anonymous report))My father and I observed a silent, black, saucer-like object (with bright white lights on the underside) moving quickly from West to Ea",0,0
Harford County,MD,USA,4/18/20114/18/2025,0.0,0.0,TriangleTriangle,"Triangular with some high green light on each points.There were triangle flying things, and a round thing blocking the top tip of the half moon.",0,0
Harison,MT,USA,4/14/1955,0.0,0.0,Orb,"Large bright white light, flashing smaller white lights like high beams on a car moving very slowly in the sky above us.",0,0
Harker Heights,TX,USA,4/12/194311/15/19963/30/2004,0.0,0.0,LightLightLight,Very odd blue light in the sky caught my eye.This dot of light was moving quite fast and then it stopped and took off 90 degrees from the direction it was travelingHovering and flashing object at a distance in the night sky,0,0
Harker Heigts,TX,USA,10/9/1999,0.0,0.0,Other,"I was walking with my dog in a clear night, when I saw somthing mocing in the sky, without a noise, like an airplane, moving straight f",0,0
Harkers Island,NC,USA,4/3/1981,0.0,0.0,Light,"5 TO 6 RED LIGHTS IN A ROW , NOT MOVING,THEN THEY ALL WENT OUT AT SAME TIME.",0,0
Harlan,IA,USA,9/18/2018,0.0,0.0,Flash,Blue flashes/orbs/dancing lights. ((anonymous report)),0,0
Harlan,IN,USA,3/12/2028,0.0,0.0,Disk,"Harlan, Indiana mayhurst drive disc shaped craft with multi-flashing colors of light going around counter-clockwise on side of craft..",0,0
Harlan,KY,USA,7/4/20194/14/19479/20/20054/10/2013,0.0,0.0,CircleSphereFireballTriangle,A white/red light aircraft moving at a very fast speed.Silver ball with bat wings.The shape was oval. It moved across the sky. 5 UFO's were observed. It looked like it was burning and had red lights. The backgroundDark Triangle Object with Alternating Red and White lights Over Harlan KY,0,0
Harlan ((assumed from ZIP code)),IA,USA,9/17/2018,0.0,0.0,Sphere,Odd moving falling star. ((anonymous report)),0,0
Harlan County,KY,USA,10/10/1972,0.0,0.0,Circle,"On october 10, 1972 myself,my 5yrs.daughter,2 neices and 2 nephews were playing tag in the back yard .When we looked over on the ridge",0,0
Harlansburg,PA,USA,3/25/202010/13/2020,0.0,0.0,TriangleTriangle,Strange lights in the western sky at night.Huge craft with triangle of red lights and one green light,0,0
Harlansburgh,PA,USA,4/23/1960,0.0,0.0,Light,It was around 9:30 at night. White lights coming out of the east sky. No noise. 75 plus lights they disappeared in the moon light. I lo,0,0
Harlem,GA,USA,3/25/2004,0.0,0.0,Circle,lights spooked me and a heard of deer,0,0
Harlem,NY,USA,4/11/2019,0.0,0.0,Circle,"Silent, shiny object moved up, down, across, then slowly moved up and out of sight. ((anonymous report))",0,0
Harleysville,PA,USA,5/18/20094/8/20084/18/20254/18/198012/14/20231/3/20184/10/19754/5/19894/17/198312/12/20224/4/19664/4/1978,0.0,0.0,TriangleCircleCylinderCircleSphereCircleFireballSphereCircleChangingCircleLight,"triangle shaped craft making loud humming noises5 orange/ yellow light over Harleysville PaLarge bright orange object traveling SW to NE slowed and dimmed turning easterly, No sound or strobe.Round bright red moving at slow speed looked like it was on fire turned and headednorthwest toward green lane pa only one object the obSpherical object moving with bright flashing lightsBright ball of light in the sky outside of my window. ((anonymous report))It was so wierd. It looked like it was floating over. The town going from red and white back and forth over 10 mins.I was just reporting a sighting I saw a few minutes ago and remembered an experience I had a few years ago. ((anonymous report))Red disk/circle in evening sky.Numerous big bright rapidly changing lights.UFO above my house. Possibly abducted.I saw a red light flying through the sky at a very high speed. My first thought was it can't be a plane because it was not blinking, an",Y,0
Harleyville,SC,USA,4/27/19464/22/19991/5/2021,0.0,0.0,LightTriangleOther,"Bright light, appearing as a star but not! The light is very different, appears to be in our atmosphere, it appears some times right aTwo triangle craft observed over Harleyville.3 objects with bright flashing orange lights",0,0
Harlingen,TX,USA,7/23/20232/21/20226/2/20066/1/20052/20/20204/10/20253/6/20241/2/20064/19/198812/24/2004,0.0,0.0,DiskLightTriangleOrbSphereOvalOrbConeLightOther,"The light was so bright it looked bigger than the moon. Then a halo of light came from it and it started dimming quickly with more haloShort burst of green and blueish lightTriangular shaped object with orange aura spotted in Harlingen, TX. on 6/2/2006White bright Orb seen traveling parallel to ground traveling northbound at an unexplainable speed.Green blue metallic sphere seen outside during the day by one person.4/26/12 10:29PM OBLONG/OVAL, BIG TRANSLUCENT, UNKNOWN SILENT OBJECT FLYING ABOUT 400 FEET IN THE SKY.There were 4 flying objects in the same area. They all went in different directions 2 went to Mexico areaCone shape that changed to circle seen over Tamaulipas Mexico from Harlingen Texas.Very large, low to the groung, bright green light shot across Harlingen, TX skyLarge Blue Light-1st Snow in 105 years.",Y,Rocket
Harlowton,MT,USA,7/7/20236/21/2001,0.0,0.0,OrbOrb,Blinking white orb following air liner heading for Billings Airportwhite orb that lasts for 20 seconds and then disappears.,0,0
Harlowton (in general vicinity of Malmstrom AFB),MT,USA,11/24/199311/24/1993,0.0,0.0,FormationFormation,"6-7 hr. long event during which a triangle,disks and an IMMENSE cylindrical object were observed clearly at close range and through opt6-7 hr. long event during which a triangle,disks and an IMMENSE cylindrical object were observed clearly at close range and through opt",0,0
Harmony,FL,USA,10/1/2019,0.0,0.0,Chevron,I was talking on the phone laying on my front porch. At first the object appeared to be a satellite it was traveling due South and I s,0,0
Harmony,MN,USA,3/23/2002,0.0,0.0,Fireball,We saw a bright red orange flickering fireball moving slowly for 5 to 7 minutes then flames falling down it then it disappeared.,0,0
Harmony,NC,USA,4/30/1963,0.0,0.0,Disk,A silver disk about a half mile away,0,0
Harmony,PA,USA,4/26/2004,0.0,0.0,Light,"a green and yellow flahing light, that moved vertical in a matter of seconds in a very rapid speed. then no lights. then dark red ligh",0,0
Harmony Township,NJ,USA,12/29/2003,0.0,0.0,Cross,unusual object in Harmony Township skies,0,0
Harmonyville,PA,USA,4/23/2024,0.0,0.0,Light,We saw 11 bright orange lights moving slowly from left to right in formation totally unlike anything explainable.,0,0
Harper,KS,USA,4/1/1930,0.0,0.0,Light,"It was a little after 3am, maybe 3:05am Nov.13th,09. My wife is a nurse at a hospital in Wichita,KS about 40miles north of where we liv",0,0
Harper,TX,USA,4/27/19814/27/1981,0.0,0.0,LightLight,"((ADDENDUM FROM WITNESS)) Bright, round light moving fast traveling from West to East.White light moving West to East at a high rate of speed.",0,0
Harper Woods,MI,USA,7/6/202011/29/2022,0.0,0.0,CircleDiamond,"3 objects seen by 2 Harper Woods, Mi. Police Officers.Oddly shaped object that flew at a angle",0,0
Harpers Ferry,IA,USA,7/14/2006,0.0,0.0,Light,Bluish-white basketball-sized light over Mississippi River and land close to Effigy Mounds natioal monument,0,0
Harpers Ferry,WV,USA,4/18/19644/24/1983,0.0,0.0,CircleLight,Red to Orange silent flying object - mid ground level then flies out of sight.I looked out my door window towards the river and seen a really bright light in the sky just sitting there then it started going back a,0,0
Harpersfield,NY,USA,8/9/20065/20/20094/18/1939,0.0,0.0,LightTeardropFireball,"bright orange/yellow lights seen hovering above tree tops,no sound.Walking at night on our property to investigate light activity beyond the tree line. We stood still for several minutes looking skywardFireball like shooting star makes 90 degree turn.",0,0
Harpersfield,OH,USA,7/24/20207/24/20208/10/2003,0.0,0.0,LightLightTriangle,Moving white light 3 miles South of Lake Erie in Northeast Ohio.Moving white light 3 miles South of Lake Erie in Northeast OhioThis happened when I was around 18 years old. I was coming home from a friends house between 8 or 9 o'clock down lafever road and I loo,0,0
Harpersville,AL,USA,4/23/1968,0.0,0.0,Oval,6 oval white lights in the sky. Followed us darted back and forth.,0,0
Harpster,OH,USA,5/8/2018,0.0,0.0,Cone,Mid-day clear blue sky two shiny objects hovered lowered then shot up.,0,0
Harpswell,ME,USA,4/10/20173/1/2002,0.0,0.0,SphereCigar,"Ball of pinkish-orange light over water that was stationary/hovering, leaving reflection in water and then eventually recedingI saw a cylindrical colorful object that hovered for probably 2 - 5 minutes.",0,0
Harpursville,NY,USA,11/10/202210/23/20004/30/20083/1/2022,0.0,0.0,CircleChangingCircleTriangle,"my son was comming down the ladder to look back up to see if roof flashing was straight,and I was looking up while holding ladderhard to discribe the shape. All different colors, red ,purples,yellows , blue,and white. they changed colors at a pulsing rate. with noSeveral circles in a cluster then separated into groups 3 with 3 to 4 in a group then one group went into a l shape then all disapearedLarge triangle shaped ship approx 40 to 50 ft tip to tip hovering over bridge",0,0
Harrah,OK,USA,2/20/2007,0.0,0.0,Triangle,Unsual aircraft with bright light and almost no engine noise.,0,0
Harriman,NY,USA,6/18/20224/16/1977,0.0,0.0,OtherFireball,Showed up in picture.Fireball streaking across the sky over I-87 NY thruway between exits 16-17 at approximately 6:30 pm on 2/7/14.,Y,0
Harriman,TN,USA,4/18/1966,0.0,0.0,Light,"Large bright beam appears sudden in the N.E sky, not moving, no sound, the object excellerated fast to the north after 20 seconds.",0,0
Harriman State Park,NY,USA,4/4/20174/10/19638/5/20193/20/1998,0.0,0.0,LightOtherFormationLight,"Lights seen over lake on 7 lakes drive in Harriman State Park.4 orange lights shaped like trapezoid move through Harriman State Park, 1 or 4 objects.Last night August 5th, 2019 myself and 3 other witnesses encountered a UFO sighting at exactly 23:35. The event lasted 4 minutes. We weWhile camping on top of a moutain me and 2 friends saw a star start to come at us. As it got closer it shined a white light at the to o",0,0
Harrington,DE,USA,4/19/20104/7/19798/1/2009,0.0,0.0,FireballSphereRectangle,2 Fireball looking quiet slow flying object.Multiple UFO sighting with possible contactIt sat still for ten miutnes then out of nowhere made a sharp right turn and took off faster then anything ive ever seen,0,0
Harrington,ME,USA,5/4/2021,0.0,0.0,Cylinder,"I was taking out my trash for the following morning and saw this florescent cylinder shaped craft hovering above our home, I called to",0,0
Harrington,WA,USA,4/20/20094/8/19334/18/20259/15/20004/18/19654/27/20084/28/19646/13/20084/18/20255/27/20084/15/19504/27/1968,0.0,0.0,OrbOrbOrbRectangleLightOrbLightOvalOvalLightLightOval,"Two adult males witness extremely bright, moving, light in the eastern sky; not Iridium satellite, or ISS.Bizarre, star-like light seen streaking across the clear and cloudless evening sky, covering 120 deg. of arc in 15-20 sec. (est.).Peculiar single light seen coursing to the northeast through broken clouds, for approximately 10 seconds.Very slow moving huge black triangle shaped object, no sound, crosses in front of me.A bright ball of light heading west, then turned red, one of many I've seen through out the years.Two adult males witness a peculiar flare of light in the nighttime sky; not a flare from an Iridium satellite.Yellowish ball of light over Harrington.Object seen over Harrington, WA on June 13, 2008Two of my acquaintances were on their way back into Harrington from a trip we were on. I at this point was in another vehicle then thePeculiar reflection albedo from International Space StationAdult male witnesses two peculiar lights moving ""in train,"" both of which flare up; not Iridium satellites.Very slow moving object in night sky.",0,0
Harrington (10 miles south),WA,USA,2/9/2000,0.0,0.0,Other,"My Husband, and I had been coming from the Ritzvill, Wa area driving torwd Harrington, Wa. We seen what appeared to be the back side o",0,0
Harrington (5 miles west of),WA,USA,6/15/2005,0.0,0.0,Diamond,"Two adult males witness a large, fast-moving diamond-shaped craft in the morning sky.",0,0
Harris,MN,USA,11/22/2006,0.0,0.0,Orb,"Two stationary bright lights ( like stars)in NW sky, pulsing brighter and brighter, then disappearing together.",0,0
Harris Ranch,CA,USA,9/12/1998,0.0,0.0,Diamond,Faster than the speed of life.,0,0
Harrisburg,IL,USA,8/1/2007,0.0,0.0,Circle,"This is happening RIGHT NOW...its is a circle under the north star....its has a blinking light..red, then white, then yellow..it is jus",0,0
Harrisburg,MO,USA,4/7/20198/3/201910/1/200512/18/2001,0.0,0.0,LightLightLightFormation,"I looked at the stars like I usually do. Then I noticed a white light similar to an airplane. Watched for 1 hour.Non-flashing white light- moving southeast- dimmed, then vanishedThe waves of lights seemed to materialize high in the sky and move in an ""ocean tidal manner"" that is one wave after another,4 circular cloud-like lights moving in a circular motion , rotating methodically, then meeting in the center",0,0
Harrisburg,NC,USA,3/11/19686/1/20231/4/20051/28/20234/22/1938,0.0,0.0,LightRectangleDiamondCircleFormation,"Ultraviolent,High velocity,silent light emitting no vapor trail or atmospheric turbulence related vapor.A brown object about 300 feet above ground moved from a southerly to a northerly direction. I could only detect two dimensions.Extremely brilliant multi-colored symmetrical light source no sound hovering 1.5 minutes low in sky moving off at moderate velocitySeem to jump around several timesI thought they were stars until I noticed they were moving in formation. ((NUFORC Note: Possibly satellites? PD))",0,0
Harrisburg,PA,USA,4/4/19613/18/20234/19/19707/20/19654/7/202812/24/19962/7/20088/8/20224/24/193112/30/20064/8/196211/8/20204/25/19952/15/200510/6/202012/7/20064/8/19534/18/199112/13/20054/26/19334/1/19962/7/20244/11/201910/20/200812/12/20074/30/19983/7/200212/10/200812/13/20054/12/20097/15/20023/21/20204/18/19832/15/20054/27/19886/30/195210/5/19674/6/20044/18/19894/5/202212/14/20074/15/19924/17/198411/7/20058/10/19989/6/200212/12/20072/25/19989/18/200210/7/20184/12/196810/10/1991,0.0,0.0,CircleCircleLightOvalCircleTriangleDiskTriangleLightLightSphereCircleCircleLightCigarFormationLightLightFormationOtherFormationTriangleTriangleFormationLightCylinderChangingFireballCircleFireballSphereOtherTriangleOtherOtherCircleEggOvalCircleOtherOtherOrbCrossFlashTriangleChangingFormationCigarOtherLightCircleTriangle,"possible UFO sightingExtremely bright circular object with a spotlight that disappeared into a cloudRed-orange, oval shaped light spotted over the Susquehanna River.I'm not sure of the exact date.Four reddish orange lights in the sky.Triangle w/ 1 light on each point.UFO or flares?Circle light, triangle lights came out around it. It went away(up) barely visible , then disappeared and the came back.Two orange light, seen heading toward the river flying low. then vanishing.Lights in the sky and a shiny object that went behind a cloud, cloud disappeards after a whilehow fast they went up in the sky and what was one doing while standing still till the other one got thereCircle FloatingFlash of white/green light, moving very fast over the Susquehanna River. Suddenly disappears. No debris. ((anonymous report))Six lights appear above Harrisburg skylineCapsule shaped object seen.4 stationary lights shift position, move and disappear.White light seen moving off in the distance at duskEight lights lit up the night sky and dissapeared after ten seconds.A Line of Lights in The North Sky- In the Area of Paxtonia/Lingelstown and By Costco Got Cell Phone Video!Bright stadium like lights across a very large long object moving across sky then vanished.Light formations over Harrisburg, PA on 4/1/96.Far up in skyAn all black triangle, medium sized, crossed the sky over the highway (81s) moving fast causing multiple vehicles to stop on the road.Cluster of 5 lights surrounding a center light with two red lights darting between the others3 large very bright lights in a line formation above I81 in harrisburgDriving down highway with girlfriend near three mile island (tmi) nuclear power plant within 5 miles. Cylinder shape metal object rightI SAW ABOUT 10 TO 15 POINTS OF LIGHT IN A CIRCLE PATTERN MOVING FROM EAST TO WEST IN THE SKY. AS THEY TRAVELED THEY CHANGED TO A TRIANGOrange Glow in north west Harrisburg, Pa SkyFour vertical lightsSeveral (15-25), bright, fiery looking objects moving in straight line across the sky.small silver sphere moving and rotatingDozens of odd shaped lights traveling at snail pace in the sky. Some traveling in triangle formation and some alone. One large craftTriangle ship.I had just come out of my aerobics class and was headed to my car which was parked on the side lot facing the strip mall. I looked up aStationary hovering three tiered object, a short row of red lights above and below a long row of white lights.Large bright red ball hoveringmotioless above trees 100 yds from myself and my father;observed without movement for 20(or so) minutes.UFO WAS SITTING ON THE GROUND WHEN I GOT OUT OF MY CAR TO SEE WHAT I THOUGHT WAS A CHOPPER WITH IT'S LIGHTS ON. AS I APPROACHED THE CRUFO in HarrisburgBlinding red-orange light in night sky.Around 8:15am I was home and looked out my window where I saw an object pretty high in the sky that seemed foreign after observation.Five points of light in a V formation over Susquehanna RiverLarge Bright Orb Appearing Periodically.Bright green and red lights.A strange objects flashing a color lights with an orangish fireball.Huge Flying Black Triangle3 lights in the sky which stayed lit for 2/3 seconds in one pattern, disappeared and reappeared in different patterns...Harrisburg, PA - 7 to 8 light formation in the sky shaped like a boomerang - appeared 7 timescigar shaped silver craft with blue sphere that jumped around it, Real high,slow speed, no clouds. 11:25am. lots of people about but noThere were a series of yellow and red light formations on the horizon of the night sky.Stationary light that took off abruptly all of a sudden suddenLarge bright light shooting across the sky in a high to low trajectory. I believe it was too large to be a shooting star.We observed 3 triangular shaped high speed objects!",Y,Planet/Star
Harrisburg (area),PA,USA,4/15/1997,0.0,0.0,Formation,Formation of lights observed over Three mile Island area. Exactly the same formation and sequencing of lights as seen in Pheonix about,0,0
Harrisburg (in general area of),PA,USA,1/3/2008,0.0,0.0,Oval,Pink aura flying below cloud cover.,0,0
Harrisburg (just outside of),PA,USA,11/13/1996,0.0,0.0,Light,Flew around in sky then flew off in westerly direction.,0,0
Harrisburg (near; on I-83),PA,USA,4/26/1975,0.0,0.0,Triangle,My son and I were driving home I-83 N on our way home. I saw something to my left but in front of me. ((anonymous report)),0,0
"Harrisburg (south of, on I-83 between Exits 11 & 10)",PA,USA,9/24/1998,0.0,0.0,Fireball,"In the western sky a fireball the size of a baseball fell. First it was white, then red and then green",0,0
Harrisburg East of I5,OR,USA,5/19/2023,0.0,0.0,Light,9 lights in straight line,0,Starlink
Harrisburg/Camp Hill,PA,USA,12/10/2022,0.0,0.0,Light,3 rotating lights shining through clouds moving at a consistent speed and moving in a consistent pattern,0,0
Harrison,AR,USA,3/23/20244/26/20087/14/20054/10/19814/26/20085/15/20004/26/19514/21/20004/26/2019,0.0,0.0,TriangleCylinderCrossFireballCylinderLightCircleCylinderLight,"Numerous Lifelong Sightings.missle-shaped object with red and blue lights. greenish/blue, reddish/orange ""fire"" coming from tail. disappeared almost immediately.There were seven U.F.O. s that circled my house.The orange glowing ball was on top of trees and moving slowly from west to east. The orange glowing ball dipped down into the treesshort sighting over harrison, ar.It looked like one of the stars, until it began to slowly move.I went outside on my front porch and I looked toward the southeast and saw 8 orange lights in the sky. I first thought it was helicopteI just saw a craft that looked like a cylinder or cigar.Lights dancing, some code, have video of both times, reach out if",0,0
Harrison,GA,USA,10/20/2003,0.0,0.0,Circle,"Amber-colored crafts, and strange sounds.",0,0
Harrison,ID,USA,4/29/19457/5/2020,0.0,0.0,FireballSphere,Fireball in the sky & it went down into the horizon.Balloon shaped white sphere. Moved slow then dissapeared,0,0
Harrison,ME,USA,4/4/19944/4/19944/4/19944/7/19314/7/1996,0.0,0.0,TriangleTriangleTriangleOrbCircle,"Red tipped UFO Triangular shape/diamond shape.DIAMOUND/TRIANGLE SHAPED CRAFT WITH RED LIGHTS ON EACH TIP -HARRISON, MERed tipped UFO over RT 35 in Harrison, MaineOrange Orbs in Western MaineYellowish/red spheres observed off to the southwest about 9:30 PM on 9/10/11?",0,0
Harrison,MI,USA,11/21/19987/16/2001,0.0,0.0,OrbLight,We saw silver balls flying irradically in the skytime space not correct,0,0
Harrison,MT,USA,4/13/2017,0.0,0.0,Diamond,Harrison MT UFO,0,0
Harrison,NY,USA,4/19/19984/26/20203/27/19884/24/202112/16/2023,0.0,0.0,LightDiskOtherCircleCircle,"Bright light flying over my house on Christmas Day.Perfect circle saucer with massive green, red, and blue lights flies right over my head on sleepy road at night. ((anonymous report))Huge web shaped object rises into the skyAt approximately 7:00 pm on February 21, 2016 Myself, my husband & my son saw 11-12 clear bright orange lights moving in a v formationI was driving on I-684, I saw it coming towards me so I looked up,It flew over my car, I looked at it, It didn't appear to have wings.",0,0
Harrison,OH,USA,4/20/20166/19/20005/21/2004,0.0,0.0,CircleLightChanging,"Orange/red balls.I was driving east on I-74 towards Cincinati. There is a lot air activity south of Harrison because of Greater Cincinnati Airport. IThe object was directly over my car ,sitting still in the air and shining two white beams of light down on me.",0,0
Harrison,TN,USA,7/27/2020,0.0,0.0,Light,Monday July 27th at around 2345 hours I was outside and look to the north eastern Sky extreme North Eastern sky and noticed something h,0,0
Harrison,WA,USA,4/14/1993,0.0,0.0,Light,Japanese HTV-4. ((NUFORC Note: Object is planned to rendezvous with the ISS. PD)),0,0
Harrison & Mt.Plesent (between),MI,USA,4/28/2002,0.0,0.0,Rectangle,"I would'nt have believed it, I can only try and explain what we saw.",0,0
Harrison City,PA,USA,4/26/1952,0.0,0.0,Formation,2 objects seen. One larger bright white starburst; the second a glowing red sphere.,0,0
Harrison Township,MI,USA,12/3/20058/11/20077/31/20098/21/20027/29/20034/10/1999,0.0,0.0,DiskLightFireballLightCircleSphere,Slow moving objectStrange faint blue lights in Selfridge Airbase area07-31-09 23:00 Harrison twp mi fireball 3-5 minutes amber west toeast over Black Creek Bay 08-05-09 ((NUFORC Note: Not ISS. PD))It was a bright stream of light travelling at an extremely high rate of speed.Bright yellow object in southern sky moved around constantly for 35 minutes while maintaining its position above the earth.2 objects slowly heading east in sky then changed direction heading westward.,0,0
Harrison Twp.,MI,USA,7/29/20034/13/19789/5/2009,0.0,0.0,CircleSphereCircle,star-like object moving stangely5 lights circuling one light then stopping and convirging into the middle light. 5 lights coming out from the middle light.Low flying unidentifiable orange object with orange haze,0,0
Harrison/Armonk/Mt Kisco/Somers,NY,USA,4/9/1997,0.0,0.0,Formation,Vehicle sighting of 5 unknown lights above the highway.,0,0
Harrisonburg,LA,USA,4/11/19944/27/2025,0.0,0.0,DiskCircle,"large, well-lit saucer passes only a hundred feet above houseMy friend was sitting outside and yelled to everyone to come outside and hurry all five of us got up to see what was going on when we l",0,0
Harrisonburg,VA,USA,12/23/20071/18/20204/4/19574/22/19994/8/19594/15/20094/9/19839/19/20095/16/20204/24/20192/15/19974/1/194912/21/199710/15/20014/21/19344/7/20274/21/19474/21/1961,0.0,0.0,OtherTriangleTriangleCircleSphereOrbCircleDiskChangingTriangleFireballFormationLightSphereOtherCylinderLightOrb,"Strange lighted craft flies low in Grassy Creeks.Triangular light pattern rising slowly over northeast of Harrisonburg into the clouds. Followed seconds later by a single light.Triangles ""dancing"" in the skyTwo independent sightings, one light, followed by three lights in a delta formation.Brilliant spherical object traveling S to N at low alt., high rate of speed with no sound. ((NUFORC Note: Report from USN pilot. PD))Orange orbs seen in HarrisonburgCircular UFO over Interstate 81 in Shenandoah Valley VirginiaVery bright disk shape eastern sky Harrisonburg. ((NUFORC Note: Missile launch. PD))Orange white ball of light east of Harrisonburg VATriangle, white centerish area with rainbow emitting from it to shape the triangle. ((anonymous report))I saw a ball of light, which quickly disappeared.Three lights in formation over city and a decending fireball that burnt up before impact.five stationary lights in a row in the southeastern skyCircular object offwhite in color, emiting no sound traveling at supersonic speed.Saw a bright light a few hundred feet in sky. The object looked as if it were on fire because it was glowing so bright. Drove closer,An Orange/red vertical cylinder shape ascended slowly and vertically keeping its shape during a fireworks display.Very bright, completely silent, slow moving and flying low over Harrisonburg, VAorange orb that was being chased",0,0
Harrisonville,GA,USA,10/19/2006,0.0,0.0,Other,Red rectangular lights moving slowly over trees in southwest georgia.,0,0
Harrisonville,IL,USA,10/6/2002,0.0,0.0,Oval,"I am a 34 year man, professional engineer. Christian. Drug and alcohol free. Married with 1 child and 1 on the way. I am open minded to",0,0
Harrisonville,MO,USA,4/30/20224/14/19932/1/20182/28/20052/1/20183/7/20004/18/19617/4/2008,0.0,0.0,DiskLightTriangleDiskOtherOtherFireballCigar,"Silver saucer with bright lights around the rim spotted on I-49 south. ((anonymous report))A bright light approached then seemed to go straight up and disappearedStrange sound then saw formation of lights then a bunch more it was large 4 or 5 football fieldsA flying ship (U.F.O) toke a cow up to its ship with a green light!!!!Strange lights in Harrisonville, Missouri.Was outside talking with a friend when what at first appeared to be a spotlight passed overhead. Quickly realized this was not the casThree bright orange lights go from horizon to horizon almost directly overhead.Cigar shape spotted in sky.",0,0
Harristown,IL,USA,4/3/1990,0.0,0.0,Fireball,Ball of Light with tail that changed directions,0,0
Harrisville,MI,USA,9/6/20094/17/1969,0.0,0.0,CircleLight,Orange oscillating light object silently tracks South to north near Sturgeon Point MI.Single hovering light that swayed over Lake Huron.,0,0
Harrisville,MS,USA,3/20/2009,0.0,0.0,Triangle,"triangle shape,lights at each point underneath, red light rear green front, alt. 200-300ft., speed appx 40mph.",0,0
Harrisville,PA,USA,4/28/193712/14/20216/15/1974,0.0,0.0,OtherDiamondTriangle,Woke up in the middle of the nite with a weird looking flesh tone grey shape leaning down touching my R side. ((anonymous report))Witnessed a large silver light in the sky along the horizonWe were kids about 14 years old at the time. We live in a rural area. A friend and I were walking up a dirt rd. when we got to the top,Y,0
Harrisville,RI,USA,12/24/20184/17/20183/15/2004,0.0,0.0,FireballTriangleLight,"Glowing Red fire in sky that at first i thought was a paper bag on fire untill i was able to focus on it and realized that its about thSaw a triangle shaped object with lights that didn't move, then abruptly took off.light shoots straight arcross sky in about 5 seconds",0,0
Harrisville,UT,USA,3/2/2020,0.0,0.0,Formation,"Moving Formation. ((""Starlink satellites??)) ((anonymous))",0,0
Harrisville,WV,USA,4/8/2008,0.0,0.0,Light,Lime green bar of light in evening sky.,0,0
Harrod,OH,USA,12/15/2019,0.0,0.0,Cylinder,I was driving down Phillips Rd outside of Harrod Ohio when I seen a large round/cylinder shaped aircraft that was just hovering over th,0,0
Harrodsburg,KY,USA,2/13/200910/20/200412/3/20214/5/1947,0.0,0.0,LightLightRectangleTriangle,"Green light lit up the entire sky and a small light moved horizontally before fading outStar-like lights moving in incredible and unorthodox waysWe were star gazing and I looked up at the perfect moment. It was a huge line of white lights flashing.Bright Triangular lights seen over Harrodsburg, KY.",0,Starlink
Harrogate,TN,USA,4/30/20074/26/200710/1/202011/21/2020,0.0,0.0,DiskSphereTriangleCylinder,"Glowing disc on the 29th, and then since the 1st, I've experienced multiple sightings of orbs. ((NUFORC Note: Possibly stars?? PD))At around 4:15 p.m.,as I was waiting to pick my child up from basketball practice, I noticed a small silver circular object in the sky.Three bright white lights moving in unison in a triangular shape.Metallic cylindrical ufo seen over Harrogate TN, flying toward VA.",0,0
Harsens Island,MI,USA,4/10/19704/14/2020,0.0,0.0,LightOrb,"Skies were clear and ufo's were bright lights to numerous to count and gave a feeling that we are definetly not alone.Red orb spotted in southern sky, Harsens Island, MI.",0,0
Harshaw,WI,USA,5/26/20194/30/2006,0.0,0.0,FormationOther,"Looked up and saw 3 lights in a straight pattern spaced as . . . With a 4th trailing behind like . . . . Heading East in the skyWhile I was driving north on U.S. highway 51 I saw an orange(not bright,but a low glow orange color) structured object(I say structured",0,0
Harstene Island,WA,USA,4/21/1993,0.0,0.0,Circle,Citing unusual trajectory speed (slower than shooting star) and rapid pivot eastward.,0,0
Hart,MI,USA,2/5/199810/16/20084/24/1989,0.0,0.0,FireballLightTriangle,"my sister and i witnessed a ufo on the morning of feb. 5, 1998 From - Fri Feb 06 14:48:57 1998 Received: from colorado.nwlink.com (noboVERY bright red-orangish light seen over silver lake---Lake Michigan AreaDark Triangle Shape, No lights but darker than the night sky blocking out the stars passing by VERY LARGE 2000ft accrosed.((anonymou))",0,0
Hart Mountain (near Lakeview),OR,USA,7/22/1997,0.0,0.0,Triangle,"Isosceles triangle, reflecting light, moved at 45 degree angle from ground level to milky way over 3-5 minutes at about 22:15 on July 2",0,0
Hart Mountain Elk Preserve,OR,USA,6/10/1997,0.0,0.0,Light,white light with smaller yellow light that streaks out of it,0,0
Hart's Location,NH,USA,6/1/1977,0.0,0.0,Circle,"Circular light over Hart's Location, NH, moving from point to point with no acceleration/deceleration.",0,0
Hartford,AL,USA,4/22/2026,0.0,0.0,Triangle,"3 Triangular shaped, white or silver metallic, flying objects with NO wings/propellers/noise and or markings.",0,0
